date,area,new_cases,total_deaths
2020-06-06T17:00:00,Sicilia,2,276
2020-06-06T17:00:00,Toscana,5,1068
2020-06-06T17:00:00,Umbria,0,76
2020-06-06T17:00:00,Valle d'Aosta,2,144
2020-06-06T17:00:00,Veneto,8,1949
2020-06-07T17:00:00,Abruzzo,7,418
2020-06-07T17:00:00,Basilicata,0,27
2020-06-07T17:00:00,Calabria,0,97
2020-06-07T17:00:00,Campania,4,426
2020-06-07T17:00:00,Emilia-Romagna,14,4175
2020-06-07T17:00:00,Friuli Venezia Giulia,0,339
2020-06-07T17:00:00,Lazio,11,760
2020-06-07T17:00:00,Liguria,13,1499
2020-06-07T17:00:00,Lombardia,125,16270
2020-06-07T17:00:00,Marche,3,991
2020-06-07T17:00:00,Molise,0,23
2020-06-07T17:00:00,P.A. Bolzano,3,292
2020-06-07T17:00:00,P.A. Trento,1,464
2020-06-07T17:00:00,Piemonte,10,3941
2020-06-07T17:00:00,Puglia,0,525
2020-06-07T17:00:00,Sardegna,0,131
2020-06-07T17:00:00,Sicilia,1,277
2020-06-07T17:00:00,Toscana,1,1070
2020-06-07T17:00:00,Umbria,1,76
2020-06-07T17:00:00,Valle d'Aosta,2,144
2020-06-07T17:00:00,Veneto,1,1954
2020-06-08T17:00:00,Abruzzo,0,418
2020-06-08T17:00:00,Basilicata,0,27
2020-06-08T17:00:00,Calabria,0,97
2020-06-08T17:00:00,Campania,2,426
2020-06-08T17:00:00,Emilia-Romagna,20,4179
2020-06-08T17:00:00,Friuli Venezia Giulia,1,340
2020-06-08T17:00:00,Lazio,16,763
2020-06-08T17:00:00,Liguria,14,1505
2020-06-08T17:00:00,Lombardia,194,16302
2020-06-08T17:00:00,Marche,2,991
2020-06-08T17:00:00,Molise,0,23
2020-06-08T17:00:00,P.A. Bolzano,1,292
2020-06-08T17:00:00,P.A. Trento,1,464
2020-06-08T17:00:00,Piemonte,14,3954
2020-06-08T17:00:00,Puglia,1,525
2020-06-08T17:00:00,Sardegna,0,131
2020-06-08T17:00:00,Sicilia,1,278
2020-06-08T17:00:00,Toscana,9,1074
2020-06-08T17:00:00,Umbria,0,76
2020-06-08T17:00:00,Valle d'Aosta,0,144
2020-06-08T17:00:00,Veneto,4,1955
2020-06-09T17:00:00,Abruzzo,1,451
2020-06-09T17:00:00,Basilicata,1,27
2020-06-09T17:00:00,Calabria,0,97
2020-06-09T17:00:00,Campania,5,426
2020-06-09T17:00:00,Emilia-Romagna,18,4185
2020-06-09T17:00:00,Friuli Venezia Giulia,0,340
2020-06-09T17:00:00,Lazio,23,766
2020-06-09T17:00:00,Liguria,8,1509
2020-06-09T17:00:00,Lombardia,192,16317
2020-06-09T17:00:00,Marche,0,992
2020-06-09T17:00:00,Molise,2,23
2020-06-09T17:00:00,P.A. Bolzano,0,292
2020-06-09T17:00:00,P.A. Trento,3,464
2020-06-09T17:00:00,Piemonte,21,3961
2020-06-09T17:00:00,Puglia,0,526
2020-06-09T17:00:00,Sardegna,-1,131
2020-06-09T17:00:00,Sicilia,2,278
2020-06-09T17:00:00,Toscana,1,1077
2020-06-09T17:00:00,Umbria,3,76
2020-06-09T17:00:00,Valle d'Aosta,0,144
2020-06-09T17:00:00,Veneto,4,1961
2020-06-10T17:00:00,Abruzzo,0,453
2020-06-10T17:00:00,Basilicata,0,27
2020-06-10T17:00:00,Calabria,0,97
2020-06-10T17:00:00,Campania,1,428
2020-06-10T17:00:00,Emilia-Romagna,24,4192
2020-06-10T17:00:00,Friuli Venezia Giulia,2,341
2020-06-10T17:00:00,Lazio,18,770
2020-06-10T17:00:00,Liguria,20,1513
2020-06-10T17:00:00,Lombardia,99,16349
2020-06-10T17:00:00,Marche,3,992
2020-06-10T17:00:00,Molise,1,23
2020-06-10T17:00:00,P.A. Bolzano,0,292
2020-06-10T17:00:00,P.A. Trento,0,464
2020-06-10T17:00:00,Piemonte,26,3976
2020-06-10T17:00:00,Puglia,0,529
2020-06-10T17:00:00,Sardegna,0,131
2020-06-10T17:00:00,Sicilia,1,278
2020-06-10T17:00:00,Toscana,3,1078
2020-06-10T17:00:00,Umbria,1,76
2020-06-10T17:00:00,Valle d'Aosta,0,144
2020-06-10T17:00:00,Veneto,3,1961
2020-06-11T17:00:00,Abruzzo,1,453
2020-06-11T17:00:00,Basilicata,1,27
2020-06-11T17:00:00,Calabria,2,97
2020-06-11T17:00:00,Campania,3,430
2020-06-11T17:00:00,Emilia-Romagna,25,4192
2020-06-11T17:00:00,Friuli Venezia Giulia,1,342
2020-06-11T17:00:00,Lazio,20,776
2020-06-11T17:00:00,Liguria,10,1514
2020-06-11T17:00:00,Lombardia,252,16374
2020-06-11T17:00:00,Marche,1,992
2020-06-11T17:00:00,Molise,0,23
2020-06-11T17:00:00,P.A. Bolzano,2,292
2020-06-11T17:00:00,P.A. Trento,2,464
2020-06-11T17:00:00,Piemonte,42,3988
2020-06-11T17:00:00,Puglia,1,530
2020-06-11T17:00:00,Sardegna,1,131
2020-06-11T17:00:00,Sicilia,0,279
2020-06-11T17:00:00,Toscana,10,1079
2020-06-11T17:00:00,Umbria,0,76
2020-06-11T17:00:00,Valle d'Aosta,0,144
2020-06-11T17:00:00,Veneto,5,1964
2020-06-12T17:00:00,Abruzzo,4,453
2020-06-12T17:00:00,Basilicata,0,27
2020-06-12T17:00:00,Calabria,0,97
2020-06-12T17:00:00,Campania,-229,430
2020-06-12T17:00:00,Emilia-Romagna,33,4196
2020-06-12T17:00:00,Friuli Venezia Giulia,3,342
2020-06-12T17:00:00,Lazio,27,781
2020-06-12T17:00:00,Liguria,7,1516
2020-06-12T17:00:00,Lombardia,272,16405
2020-06-12T17:00:00,Marche,1,993
2020-06-12T17:00:00,Molise,0,23
2020-06-12T17:00:00,P.A. Bolzano,2,291
2020-06-12T17:00:00,P.A. Trento,2,464
2020-06-12T17:00:00,Piemonte,31,3996
2020-06-12T17:00:00,Puglia,2,532
2020-06-12T17:00:00,Sardegna,1,131
2020-06-12T17:00:00,Sicilia,0,279
2020-06-12T17:00:00,Toscana,7,1080
2020-06-12T17:00:00,Umbria,0,76
2020-06-12T17:00:00,Valle d'Aosta,0,144
2020-06-12T17:00:00,Veneto,0,1967
2020-06-13T17:00:00,Abruzzo,4,454
2020-06-13T17:00:00,Basilicata,0,27
2020-06-13T17:00:00,Calabria,1,97
2020-06-13T17:00:00,Campania,0,430
2020-06-13T17:00:00,Emilia-Romagna,28,4199
2020-06-13T17:00:00,Friuli Venezia Giulia,6,343
2020-06-13T17:00:00,Lazio,25,806
2020-06-13T17:00:00,Liguria,4,1518
2020-06-13T17:00:00,Lombardia,210,16428
2020-06-13T17:00:00,Marche,2,993
2020-06-13T17:00:00,Molise,0,23
2020-06-13T17:00:00,P.A. Bolzano,2,291
2020-06-13T17:00:00,P.A. Trento,3,464
2020-06-13T17:00:00,Piemonte,40,4006
2020-06-13T17:00:00,Puglia,0,532
2020-06-13T17:00:00,Sardegna,0,132
2020-06-13T17:00:00,Sicilia,1,279
2020-06-13T17:00:00,Toscana,7,1082
2020-06-13T17:00:00,Umbria,0,76
2020-06-13T17:00:00,Valle d'Aosta,0,144
2020-06-13T17:00:00,Veneto,13,1977
2020-06-14T17:00:00,Abruzzo,4,456
2020-06-14T17:00:00,Basilicata,0,27
2020-06-14T17:00:00,Calabria,0,97
2020-06-14T17:00:00,Campania,1,430
2020-06-14T17:00:00,Emilia-Romagna,17,4204
2020-06-14T17:00:00,Friuli Venezia Giulia,0,343
2020-06-14T17:00:00,Lazio,14,808
2020-06-14T17:00:00,Liguria,4,1521
2020-06-14T17:00:00,Lombardia,244,16449
2020-06-14T17:00:00,Marche,4,993
2020-06-14T17:00:00,Molise,0,23
2020-06-14T17:00:00,P.A. Bolzano,3,291
2020-06-14T17:00:00,P.A. Trento,1,464
2020-06-14T17:00:00,Piemonte,30,4012
2020-06-14T17:00:00,Puglia,0,532
2020-06-14T17:00:00,Sardegna,0,132
2020-06-14T17:00:00,Sicilia,1,279
2020-06-14T17:00:00,Toscana,8,1085
2020-06-14T17:00:00,Umbria,0,77
2020-06-14T17:00:00,Valle d'Aosta,0,144
2020-06-14T17:00:00,Veneto,7,1978
2020-06-15T17:00:00,Abruzzo,0,456
2020-06-15T17:00:00,Basilicata,0,27
2020-06-15T17:00:00,Calabria,0,97
2020-06-15T17:00:00,Campania,4,430
2020-06-15T17:00:00,Emilia-Romagna,11,4207
2020-06-15T17:00:00,Friuli Venezia Giulia,0,343
2020-06-15T17:00:00,Lazio,3,811
2020-06-15T17:00:00,Liguria,8,1525
2020-06-15T17:00:00,Lombardia,259,16457
2020-06-15T17:00:00,Marche,4,993
2020-06-15T17:00:00,Molise,0,23
2020-06-15T17:00:00,P.A. Bolzano,0,292
2020-06-15T17:00:00,P.A. Trento,1,465
2020-06-15T17:00:00,Piemonte,2,4012
2020-06-15T17:00:00,Puglia,1,534
2020-06-15T17:00:00,Sardegna,0,132
2020-06-15T17:00:00,Sicilia,1,280
2020-06-15T17:00:00,Toscana,8,1088
2020-06-15T17:00:00,Umbria,0,77
2020-06-15T17:00:00,Valle d'Aosta,0,144
2020-06-15T17:00:00,Veneto,1,1978
2020-06-16T17:00:00,Abruzzo,1,457
2020-06-16T17:00:00,Basilicata,0,27
2020-06-16T17:00:00,Calabria,0,97
2020-06-16T17:00:00,Campania,0,430
2020-06-16T17:00:00,Emilia-Romagna,13,4209
2020-06-16T17:00:00,Friuli Venezia Giulia,1,343
2020-06-16T17:00:00,Lazio,9,814
2020-06-16T17:00:00,Liguria,4,1529
2020-06-16T17:00:00,Lombardia,143,16466
2020-06-16T17:00:00,Marche,1,994
2020-06-16T17:00:00,Molise,0,23
2020-06-16T17:00:00,P.A. Bolzano,0,292
2020-06-16T17:00:00,P.A. Trento,0,465
2020-06-16T17:00:00,Piemonte,29,4018
2020-06-16T17:00:00,Puglia,0,535
2020-06-16T17:00:00,Sardegna,2,132
2020-06-16T17:00:00,Sicilia,2,280
2020-06-16T17:00:00,Toscana,3,1091
2020-06-16T17:00:00,Umbria,1,77
2020-06-16T17:00:00,Valle d'Aosta,0,144
2020-06-16T17:00:00,Veneto,1,1982
2020-06-17T17:00:00,Abruzzo,2,457
2020-06-17T17:00:00,Basilicata,0,27
2020-06-17T17:00:00,Calabria,0,97
2020-06-17T17:00:00,Campania,1,431
2020-06-17T17:00:00,Emilia-Romagna,14,4215
2020-06-17T17:00:00,Friuli Venezia Giulia,2,343
2020-06-17T17:00:00,Lazio,10,818
2020-06-17T17:00:00,Liguria,5,1532
2020-06-17T17:00:00,Lombardia,242,16480
2020-06-17T17:00:00,Marche,1,994
2020-06-17T17:00:00,Molise,1,23
2020-06-17T17:00:00,P.A. Bolzano,0,292
2020-06-17T17:00:00,P.A. Trento,1,465
2020-06-17T17:00:00,Piemonte,41,4026
2020-06-17T17:00:00,Puglia,0,536
2020-06-17T17:00:00,Sardegna,1,132
2020-06-17T17:00:00,Sicilia,2,280
2020-06-17T17:00:00,Toscana,2,1092
2020-06-17T17:00:00,Umbria,0,77
2020-06-17T17:00:00,Valle d'Aosta,0,144
2020-06-17T17:00:00,Veneto,4,1987
2020-06-18T17:00:00,Abruzzo,2,458
2020-06-18T17:00:00,Basilicata,0,27
2020-06-18T17:00:00,Calabria,3,97
2020-06-18T17:00:00,Campania,1,431
2020-06-18T17:00:00,Emilia-Romagna,32,4219
2020-06-18T17:00:00,Friuli Venezia Giulia,2,343
2020-06-18T17:00:00,Lazio,9,822
2020-06-18T17:00:00,Liguria,7,1536
2020-06-18T17:00:00,Lombardia,216,16516
2020-06-18T17:00:00,Marche,4,994
2020-06-18T17:00:00,Molise,0,23
2020-06-18T17:00:00,P.A. Bolzano,2,292
2020-06-18T17:00:00,P.A. Trento,8,465
2020-06-18T17:00:00,Piemonte,31,4032
2020-06-18T17:00:00,Puglia,3,538
2020-06-18T17:00:00,Sardegna,1,132
2020-06-18T17:00:00,Sicilia,2,280
2020-06-18T17:00:00,Toscana,2,1093
2020-06-18T17:00:00,Umbria,0,77
2020-06-18T17:00:00,Valle d'Aosta,0,145
2020-06-18T17:00:00,Veneto,8,1994
2020-06-19T17:00:00,Abruzzo,1,459
2020-06-19T17:00:00,Basilicata,0,27
2020-06-19T17:00:00,Calabria,0,97
2020-06-19T17:00:00,Campania,0,431
2020-06-19T17:00:00,Emilia-Romagna,27,4224
2020-06-19T17:00:00,Friuli Venezia Giulia,2,343
2020-06-19T17:00:00,Lazio,9,826
2020-06-19T17:00:00,Liguria,7,1540
2020-06-19T17:00:00,Lombardia,157,16534
2020-06-19T17:00:00,Marche,0,994
2020-06-19T17:00:00,Molise,1,23
2020-06-19T17:00:00,P.A. Bolzano,2,292
2020-06-19T17:00:00,P.A. Trento,1,466
2020-06-19T17:00:00,Piemonte,26,4039
2020-06-19T17:00:00,Puglia,1,538
2020-06-19T17:00:00,Sardegna,1,132
2020-06-19T17:00:00,Sicilia,3,280
2020-06-19T17:00:00,Toscana,10,1095
2020-06-19T17:00:00,Umbria,1,77
2020-06-19T17:00:00,Valle d'Aosta,0,146
2020-06-19T17:00:00,Veneto,2,1998
2020-06-20T17:00:00,Abruzzo,1,459
2020-06-20T17:00:00,Basilicata,0,27
2020-06-20T17:00:00,Calabria,3,97
2020-06-20T17:00:00,Campania,0,431
2020-06-20T17:00:00,Emilia-Romagna,28,4230
2020-06-20T17:00:00,Friuli Venezia Giulia,1,344
2020-06-20T17:00:00,Lazio,14,827
2020-06-20T17:00:00,Liguria,10,1545
2020-06-20T17:00:00,Lombardia,165,16557
2020-06-20T17:00:00,Marche,0,994
2020-06-20T17:00:00,Molise,0,23
2020-06-20T17:00:00,P.A. Bolzano,0,292
2020-06-20T17:00:00,P.A. Trento,0,466
2020-06-20T17:00:00,Piemonte,27,4045
2020-06-20T17:00:00,Puglia,5,540
2020-06-20T17:00:00,Sardegna,1,132
2020-06-20T17:00:00,Sicilia,0,280
2020-06-20T17:00:00,Toscana,2,1095
2020-06-20T17:00:00,Umbria,0,78
2020-06-20T17:00:00,Valle d'Aosta,2,146
2020-06-20T17:00:00,Veneto,3,2002
2020-06-21T17:00:00,Abruzzo,0,459
2020-06-21T17:00:00,Basilicata,0,27
2020-06-21T17:00:00,Calabria,6,97
2020-06-21T17:00:00,Campania,2,431
2020-06-21T17:00:00,Emilia-Romagna,23,4231
2020-06-21T17:00:00,Friuli Venezia Giulia,1,344
2020-06-21T17:00:00,Lazio,8,827
2020-06-21T17:00:00,Liguria,7,1549
2020-06-21T17:00:00,Lombardia,128,16570
2020-06-21T17:00:00,Marche,0,994
2020-06-21T17:00:00,Molise,0,23
2020-06-21T17:00:00,P.A. Bolzano,4,292
2020-06-21T17:00:00,P.A. Trento,5,466
2020-06-21T17:00:00,Piemonte,26,4051
2020-06-21T17:00:00,Puglia,2,540
2020-06-21T17:00:00,Sardegna,0,132
2020-06-21T17:00:00,Sicilia,2,280
2020-06-21T17:00:00,Toscana,3,1095
2020-06-21T17:00:00,Umbria,0,78
2020-06-21T17:00:00,Valle d'Aosta,0,146
2020-06-21T17:00:00,Veneto,7,2002
2020-06-22T17:00:00,Abruzzo,1,460
2020-06-22T17:00:00,Basilicata,0,27
2020-06-22T17:00:00,Calabria,1,97
2020-06-22T17:00:00,Campania,7,431
2020-06-22T17:00:00,Emilia-Romagna,22,4235
2020-06-22T17:00:00,Friuli Venezia Giulia,0,344
2020-06-22T17:00:00,Lazio,8,830
2020-06-22T17:00:00,Liguria,8,1552
2020-06-22T17:00:00,Lombardia,143,16573
2020-06-22T17:00:00,Marche,3,994
2020-06-22T17:00:00,Molise,3,23
2020-06-22T17:00:00,P.A. Bolzano,11,292
2020-06-22T17:00:00,P.A. Trento,1,466
2020-06-22T17:00:00,Piemonte,7,4055
2020-06-22T17:00:00,Puglia,0,540
2020-06-22T17:00:00,Sardegna,0,132
2020-06-22T17:00:00,Sicilia,0,280
2020-06-22T17:00:00,Toscana,1,1099
2020-06-22T17:00:00,Umbria,0,78
2020-06-22T17:00:00,Valle d'Aosta,0,146
2020-06-22T17:00:00,Veneto,2,2003
2020-06-23T17:00:00,Abruzzo,0,460
2020-06-23T17:00:00,Basilicata,0,27
2020-06-23T17:00:00,Calabria,1,97
2020-06-23T17:00:00,Campania,10,431
2020-06-23T17:00:00,Emilia-Romagna,17,4236
2020-06-23T17:00:00,Friuli Venezia Giulia,0,344
2020-06-23T17:00:00,Lazio,8,832
2020-06-23T17:00:00,Liguria,4,1553
2020-06-23T17:00:00,Lombardia,62,16579
2020-06-23T17:00:00,Marche,1,994
2020-06-23T17:00:00,Molise,0,23
2020-06-23T17:00:00,P.A. Bolzano,0,292
2020-06-23T17:00:00,P.A. Trento,1,466
2020-06-23T17:00:00,Piemonte,6,4059
2020-06-23T17:00:00,Puglia,2,542
2020-06-23T17:00:00,Sardegna,0,132
2020-06-23T17:00:00,Sicilia,1,280
2020-06-23T17:00:00,Toscana,6,1100
2020-06-23T17:00:00,Umbria,0,78
2020-06-23T17:00:00,Valle d'Aosta,0,146
2020-06-23T17:00:00,Veneto,3,2004
2020-06-24T17:00:00,Abruzzo,1,461
2020-06-24T17:00:00,Basilicata,0,27
2020-06-24T17:00:00,Calabria,0,97
2020-06-24T17:00:00,Campania,11,431
2020-06-24T17:00:00,Emilia-Romagna,44,4245
2020-06-24T17:00:00,Friuli Venezia Giulia,0,344
2020-06-24T17:00:00,Lazio,6,833
2020-06-24T17:00:00,Liguria,1,1555
2020-06-24T17:00:00,Lombardia,88,16586
2020-06-24T17:00:00,Marche,4,994
2020-06-24T17:00:00,Molise,0,23
2020-06-24T17:00:00,P.A. Bolzano,1,292
2020-06-24T17:00:00,P.A. Trento,0,405
2020-06-24T17:00:00,Piemonte,22,4066
2020-06-24T17:00:00,Puglia,0,543
2020-06-24T17:00:00,Sardegna,1,132
2020-06-24T17:00:00,Sicilia,1,280
2020-06-24T17:00:00,Toscana,5,1101
2020-06-24T17:00:00,Umbria,1,79
2020-06-24T17:00:00,Valle d'Aosta,1,146
2020-06-24T17:00:00,Veneto,3,2004
2020-06-25T17:00:00,Abruzzo,1,461
2020-06-25T17:00:00,Basilicata,0,27
2020-06-25T17:00:00,Calabria,0,97
2020-06-25T17:00:00,Campania,17,431
2020-06-25T17:00:00,Emilia-Romagna,47,4249
2020-06-25T17:00:00,Friuli Venezia Giulia,0,345
2020-06-25T17:00:00,Lazio,12,835
2020-06-25T17:00:00,Liguria,14,1556
2020-06-25T17:00:00,Lombardia,170,16608
2020-06-25T17:00:00,Marche,2,991
2020-06-25T17:00:00,Molise,0,23
2020-06-25T17:00:00,P.A. Bolzano,0,292
2020-06-25T17:00:00,P.A. Trento,3,405
2020-06-25T17:00:00,Piemonte,20,4071
2020-06-25T17:00:00,Puglia,1,543
2020-06-25T17:00:00,Sardegna,1,132
2020-06-25T17:00:00,Sicilia,2,280
2020-06-25T17:00:00,Toscana,2,1101
2020-06-25T17:00:00,Umbria,0,79
2020-06-25T17:00:00,Valle d'Aosta,0,146
2020-06-25T17:00:00,Veneto,4,2006
2020-06-26T17:00:00,Abruzzo,1,461
2020-06-26T17:00:00,Basilicata,0,27
2020-06-26T17:00:00,Calabria,3,97
2020-06-26T17:00:00,Campania,3,431
2020-06-26T17:00:00,Emilia-Romagna,46,4252
2020-06-26T17:00:00,Friuli Venezia Giulia,2,345
2020-06-26T17:00:00,Lazio,13,836
2020-06-26T17:00:00,Liguria,4,1556
2020-06-26T17:00:00,Lombardia,156,16624
2020-06-26T17:00:00,Marche,2,991
2020-06-26T17:00:00,Molise,1,23
2020-06-26T17:00:00,P.A. Bolzano,0,292
2020-06-26T17:00:00,P.A. Trento,4,405
2020-06-26T17:00:00,Piemonte,15,4077
2020-06-26T17:00:00,Puglia,1,543
2020-06-26T17:00:00,Sardegna,0,132
2020-06-26T17:00:00,Sicilia,0,281
2020-06-26T17:00:00,Toscana,2,1103
2020-06-26T17:00:00,Umbria,1,79
2020-06-26T17:00:00,Valle d'Aosta,0,146
2020-06-26T17:00:00,Veneto,5,2007
2020-06-27T17:00:00,Abruzzo,0,461
2020-06-27T17:00:00,Basilicata,0,27
2020-06-27T17:00:00,Calabria,1,97
2020-06-27T17:00:00,Campania,0,431
2020-06-27T17:00:00,Emilia-Romagna,42,4252
2020-06-27T17:00:00,Friuli Venezia Giulia,0,345
2020-06-27T17:00:00,Lazio,18,837
2020-06-27T17:00:00,Liguria,5,1557
2020-06-27T17:00:00,Lombardia,77,16626
2020-06-27T17:00:00,Marche,2,991
2020-06-27T17:00:00,Molise,0,23
2020-06-27T17:00:00,P.A. Bolzano,2,292
2020-06-27T17:00:00,P.A. Trento,1,405
2020-06-27T17:00:00,Piemonte,11,4080
2020-06-27T17:00:00,Puglia,0,543
2020-06-27T17:00:00,Sardegna,1,132
2020-06-27T17:00:00,Sicilia,1,281
2020-06-27T17:00:00,Toscana,12,1103
2020-06-27T17:00:00,Umbria,0,80
2020-06-27T17:00:00,Valle d'Aosta,0,146
2020-06-27T17:00:00,Veneto,2,2007
2020-06-28T17:00:00,Abruzzo,1,462
2020-06-28T17:00:00,Basilicata,0,27
2020-06-28T17:00:00,Calabria,1,97
2020-06-28T17:00:00,Campania,0,431
2020-06-28T17:00:00,Emilia-Romagna,21,4253
2020-06-28T17:00:00,Friuli Venezia Giulia,1,345
2020-06-28T17:00:00,Lazio,14,837
2020-06-28T17:00:00,Liguria,4,1558
2020-06-28T17:00:00,Lombardia,97,16639
2020-06-28T17:00:00,Marche,0,991
2020-06-28T17:00:00,Molise,0,23
2020-06-28T17:00:00,P.A. Bolzano,1,292
2020-06-28T17:00:00,P.A. Trento,3,405
2020-06-28T17:00:00,Piemonte,14,4085
2020-06-28T17:00:00,Puglia,0,543
2020-06-28T17:00:00,Sardegna,1,132
2020-06-28T17:00:00,Sicilia,0,281
2020-06-28T17:00:00,Toscana,5,1103
2020-06-28T17:00:00,Umbria,0,80
2020-06-28T17:00:00,Valle d'Aosta,0,146
2020-06-28T17:00:00,Veneto,11,2008
2020-06-29T17:00:00,Abruzzo,1,462
2020-06-29T17:00:00,Basilicata,1,27
2020-06-29T17:00:00,Calabria,0,97
2020-06-29T17:00:00,Campania,1,431
2020-06-29T17:00:00,Emilia-Romagna,16,4255
2020-06-29T17:00:00,Friuli Venezia Giulia,0,345
2020-06-29T17:00:00,Lazio,9,837
2020-06-29T17:00:00,Liguria,7,1558
2020-06-29T17:00:00,Lombardia,78,16640
2020-06-29T17:00:00,Marche,0,991
2020-06-29T17:00:00,Molise,0,23
2020-06-29T17:00:00,P.A. Bolzano,2,292
2020-06-29T17:00:00,P.A. Trento,0,405
2020-06-29T17:00:00,Piemonte,2,4087
2020-06-29T17:00:00,Puglia,0,543
2020-06-29T17:00:00,Sardegna,0,132
2020-06-29T17:00:00,Sicilia,1,281
2020-06-29T17:00:00,Toscana,5,1104
2020-06-29T17:00:00,Umbria,0,80
2020-06-29T17:00:00,Valle d'Aosta,0,146
2020-06-29T17:00:00,Veneto,3,2008
2020-06-30T17:00:00,Abruzzo,0,464
2020-06-30T17:00:00,Basilicata,0,27
2020-06-30T17:00:00,Calabria,1,97
2020-06-30T17:00:00,Campania,24,432
2020-06-30T17:00:00,Emilia-Romagna,20,4260
2020-06-30T17:00:00,Friuli Venezia Giulia,0,345
2020-06-30T17:00:00,Lazio,5,837
2020-06-30T17:00:00,Liguria,3,1558
2020-06-30T17:00:00,Lombardia,62,16644
2020-06-30T17:00:00,Marche,0,991
2020-06-30T17:00:00,Molise,0,23
2020-06-30T17:00:00,P.A. Bolzano,0,292
2020-06-30T17:00:00,P.A. Trento,0,405
2020-06-30T17:00:00,Piemonte,11,4090
2020-06-30T17:00:00,Puglia,0,545
2020-06-30T17:00:00,Sardegna,2,133
2020-06-30T17:00:00,Sicilia,2,282
2020-06-30T17:00:00,Toscana,2,1104
2020-06-30T17:00:00,Umbria,1,80
2020-06-30T17:00:00,Valle d'Aosta,1,146
2020-06-30T17:00:00,Veneto,8,2012
2020-07-01T17:00:00,Abruzzo,2,464
2020-07-01T17:00:00,Basilicata,0,27
2020-07-01T17:00:00,Calabria,0,97
2020-07-01T17:00:00,Campania,9,432
2020-07-01T17:00:00,Emilia-Romagna,16,4264
2020-07-01T17:00:00,Friuli Venezia Giulia,4,345
2020-07-01T17:00:00,Lazio,9,839
2020-07-01T17:00:00,Liguria,5,1558
2020-07-01T17:00:00,Lombardia,109,16650
2020-07-01T17:00:00,Marche,5,987
2020-07-01T17:00:00,Molise,0,23
2020-07-01T17:00:00,P.A. Bolzano,3,292
2020-07-01T17:00:00,P.A. Trento,1,405
2020-07-01T17:00:00,Piemonte,16,4091
2020-07-01T17:00:00,Puglia,0,545
2020-07-01T17:00:00,Sardegna,0,133
2020-07-01T17:00:00,Sicilia,1,282
2020-07-01T17:00:00,Toscana,4,1106
2020-07-01T17:00:00,Umbria,0,80
2020-07-01T17:00:00,Valle d'Aosta,0,146
2020-07-01T17:00:00,Veneto,3,2022
2020-07-02T17:00:00,Abruzzo,3,464
2020-07-02T17:00:00,Basilicata,0,27
2020-07-02T17:00:00,Calabria,0,97
2020-07-02T17:00:00,Campania,3,432
2020-07-02T17:00:00,Emilia-Romagna,27,4265
2020-07-02T17:00:00,Friuli Venezia Giulia,2,345
2020-07-02T17:00:00,Lazio,11,839
2020-07-02T17:00:00,Liguria,2,1558
2020-07-02T17:00:00,Lombardia,98,16671
2020-07-02T17:00:00,Marche,3,987
2020-07-02T17:00:00,Molise,0,23
2020-07-02T17:00:00,P.A. Bolzano,0,292
2020-07-02T17:00:00,P.A. Trento,1,405
2020-07-02T17:00:00,Piemonte,13,4096
2020-07-02T17:00:00,Puglia,0,545
2020-07-02T17:00:00,Sardegna,2,133
2020-07-02T17:00:00,Sicilia,9,282
2020-07-02T17:00:00,Toscana,4,1109
2020-07-02T17:00:00,Umbria,3,80
2020-07-02T17:00:00,Valle d'Aosta,0,146
2020-07-02T17:00:00,Veneto,20,2022
2020-07-03T17:00:00,Abruzzo,6,464
2020-07-03T17:00:00,Basilicata,2,27
2020-07-03T17:00:00,Calabria,1,97
2020-07-03T17:00:00,Campania,10,432
2020-07-03T17:00:00,Emilia-Romagna,27,4267
2020-07-03T17:00:00,Friuli Venezia Giulia,4,345
2020-07-03T17:00:00,Lazio,11,840
2020-07-03T17:00:00,Liguria,3,1558
2020-07-03T17:00:00,Lombardia,115,16675
2020-07-03T17:00:00,Marche,0,987
2020-07-03T17:00:00,Molise,0,23
2020-07-03T17:00:00,P.A. Bolzano,0,292
2020-07-03T17:00:00,P.A. Trento,6,405
2020-07-03T17:00:00,Piemonte,16,4100
2020-07-03T17:00:00,Puglia,3,545
2020-07-03T17:00:00,Sardegna,1,133
2020-07-03T17:00:00,Sicilia,1,282
2020-07-03T17:00:00,Toscana,9,1112
2020-07-03T17:00:00,Umbria,2,80
2020-07-03T17:00:00,Valle d'Aosta,1,146
2020-07-03T17:00:00,Veneto,5,2023
2020-07-04T17:00:00,Abruzzo,7,464
2020-07-04T17:00:00,Basilicata,0,27
2020-07-04T17:00:00,Calabria,1,97
2020-07-04T17:00:00,Campania,2,432
2020-07-04T17:00:00,Emilia-Romagna,51,4267
2020-07-04T17:00:00,Friuli Venezia Giulia,8,345
2020-07-04T17:00:00,Lazio,31,841
2020-07-04T17:00:00,Liguria,4,1558
2020-07-04T17:00:00,Lombardia,95,16691
2020-07-04T17:00:00,Marche,0,987
2020-07-04T17:00:00,Molise,0,23
2020-07-04T17:00:00,P.A. Bolzano,3,292
2020-07-04T17:00:00,P.A. Trento,2,405
2020-07-04T17:00:00,Piemonte,11,4102
2020-07-04T17:00:00,Puglia,3,545
2020-07-04T17:00:00,Sardegna,0,133
2020-07-04T17:00:00,Sicilia,3,282
